baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_69,positive_indicator,-0.001629049170886283,0.0020924724141028195,0.002108670909597654,0.000016198495494834653
ridge_rank_alpha10000,feature_34,positive_indicator,-0.0015054746726946078,0.0020924724141028195,0.0021086090413536818,0.00001613662725086229
ridge_rank_alpha10000,feature_25,z,-0.000948790204900982,0.0020924724141028195,0.00210789260382227,0.000015420189719450583
ridge_rank_alpha10000,feature_71,z,0.0028379321783061967,0.0020924724141028195,0.002107872355006868,0.000015399940904048393
ridge_rank_alpha10000,feature_05,abs_z,0.002641049588620535,0.0020924724141028195,0.0021078171786415023,0.00001534476453868283
ridge_rank_alpha10000,feature_73,positive_indicator,-0.0034616327550892846,0.0020924724141028195,0.002107576056958327,0.00001510364285550736
ridge_rank_alpha10000,feature_09,square_z,-0.0011510913537251418,0.0020924724141028195,0.002107343711076126,0.000014871296973306691
ridge_rank_alpha10000,feature_40,z,0.004168344089338113,0.0020924724141028195,0.002107297447788148,0.000014825033685328393
ridge_rank_alpha10000,feature_74,square_z,-0.00014480681626342353,0.0020924724141028195,0.002107241791728498,0.000014769377625678537
ridge_rank_alpha10000,feature_44,square_z,-0.0025367595083439017,0.0020924724141028195,0.002107148209027021,0.000014675794924201568
ridge_rank_alpha10000,feature_67,positive_indicator,-0.002666271644257612,0.0020924724141028195,0.002106894971013351,0.000014422556910531625
ridge_rank_alpha10000,feature_48,z,0.003054002119104143,0.0020924724141028195,0.0021068071057084303,0.00001433469160561085
ridge_rank_alpha10000,feature_46,positive_indicator,-0.0023901098265447494,0.0020924724141028195,0.0021066817144441696,0.00001420930034135015
ridge_rank_alpha10000,feature_36,positive_indicator,-0.004038785988735956,0.0020924724141028195,0.002106653073888465,0.000014180659785645311
ridge_rank_alpha10000,feature_01,top05_indicator,0.004418398451406447,0.0020924724141028195,0.0021065887354824175,0.000014116321379598062
ridge_rank_alpha10000,feature_35,positive_indicator,-0.0008870059468474266,0.0020924724141028195,0.002106230858801905,0.000013758444699085715
ridge_rank_alpha10000,feature_23,sign,-0.0008187485630669,0.0020924724141028195,0.002106178842128159,0.000013706428025339612
ridge_rank_alpha10000,feature_74,abs_z,-0.0027534955357006678,0.0020924724141028195,0.0021061766112525637,0.000013704197149744246
ridge_rank_alpha10000,feature_64,signed_tail05,0.002836012512631645,0.0020924724141028195,0.0021060665614882623,0.000013594147385442845
ridge_rank_alpha10000,feature_04,z,-0.005692164853416335,0.0020924724141028195,0.0021058677591873076,0.000013395345084488142
ridge_rank_alpha10000,feature_08,positive_indicator,-0.0007275957991192056,0.0020924724141028195,0.002105773367235053,0.000013300953132233673
ridge_rank_alpha10000,feature_05,top05_indicator,0.0019524985343755629,0.0020924724141028195,0.0021055210023355198,0.000013048588232700276
ridge_rank_alpha10000,feature_43,signed_tail05,0.021788004179843445,0.0020924724141028195,0.002105417248696173,0.000012944834593353605
ridge_rank_alpha10000,feature_18,rank,-0.0015452322667607581,0.0020924724141028195,0.0021050791602467145,0.000012606746143895009
ridge_rank_alpha10000,feature_37,abs_z,-0.00244705963065935,0.0020924724141028195,0.00210504589634275,0.000012573482239930378
ridge_rank_alpha10000,feature_09,abs_z,-0.0010057285564276939,0.0020924724141028195,0.00210502545583946,0.000012553041736640402
ridge_rank_alpha10000,feature_32,abs_z,-0.0010704919687162333,0.0020924724141028195,0.0021043862629100962,0.00001191384880727675
ridge_rank_alpha10000,feature_65,bottom05_indicator,0.0202209116195271,0.0020924724141028195,0.002104341321826131,0.000011868907723311395
ridge_rank_alpha10000,feature_12,rank,-0.005036043972574885,0.0020924724141028195,0.00210427258002166,0.000011800165918840477
